timestamp,open,high,low,close,volume
2017-05-18,0.357,0.38,0.29629,0.37279,1606913.68448596
2017-05-19,0.37177,0.37177,0.28,0.3201,10608448.69994583
2017-05-20,0.32922,0.37,0.29012,0.344,6789690.01180677
2017-05-21,0.34401,0.36398,0.32,0.32348,4263754.4214433
2017-05-22,0.32349,0.33513,0.2215,0.30306,13638370.45177331
2017-05-23,0.29589,0.349,0.28,0.32222,6275660.61756136
2017-05-24,0.32218,0.33,0.2799,0.289,8576275.35969303
2017-05-25,0.289,0.305,0.21375,0.23706,13743979.78574455
2017-05-26,0.24185,0.33,0.23724,0.26454,10391209.7720715
2017-05-27,0.26909,0.28996,0.132,0.20833,16670684.27365165
2017-05-28,0.20831,0.24993,0.2,0.225,6300699.68534575
2017-05-29,0.225,0.24392,0.2,0.23093,4193996.50846516
2017-05-30,0.23091,0.23519,0.1856,0.1995,6836223.61870753
2017-05-31,0.20187,0.25407,0.1856,0.24936,9568836.04495213
2017-06-01,0.24613,0.338,0.24613,0.33499,17878669.60171351
2017-06-02,0.33498,0.33799,0.27235,0.2935,12386030.92115499
2017-06-03,0.2935,0.30923,0.27016,0.29218,3784735.8067008
2017-06-04,0.29026,0.31023,0.27,0.29255,5641416.98465036
2017-06-05,0.29257,0.29895,0.284,0.2904,3373411.99752162
2017-06-06,0.29,0.2945,0.2725,0.28399,5678250.82667774
2017-06-07,0.28204,0.29998,0.27332,0.27615,6415492.49014973
2017-06-08,0.27611,0.298,0.27055,0.28799,2809750.49808721
2017-06-09,0.28796,0.29687,0.2686,0.28172,4044420.45779446
2017-06-10,0.2815,0.28513,0.248,0.25394,8691622.75877159
2017-06-11,0.25345,0.27313,0.248,0.26569,2798405.64468334
2017-06-12,0.26678,0.2791,0.225,0.23775,7817649.04797253
2017-06-13,0.24021,0.2763,0.23734,0.26,2757438.96868379
2017-06-14,0.26372,0.305,0.241,0.26102,12296493.89585505
2017-06-15,0.26042,0.26467,0.201,0.24657,7945602.9695091
2017-06-16,0.24428,0.25895,0.23,0.24999,4240616.51372541
2017-06-17,0.24997,0.265,0.23437,0.2609,3534732.5746975
2017-06-18,0.2609,0.27929,0.24678,0.26406,5918556.05988375
2017-06-19,0.26552,0.28,0.26,0.27769,3429580.52049162
2017-06-20,0.27999,0.32166,0.27498,0.30242,11766715.21932817
2017-06-21,0.3033,0.30993,0.25123,0.27312,4825841.80444315
2017-06-22,0.27165,0.28,0.26,0.272,4701276.37751751
2017-06-23,0.27537,0.29359,0.272,0.29359,2305384.53666461
2017-06-24,0.29257,0.30291,0.263,0.27756,3558463.69912086
2017-06-25,0.27663,0.28,0.243,0.25515,4884339.55999304
2017-06-26,0.25789,0.26468,0.21,0.24398,8424862.13481677
2017-06-27,0.24616,0.26099,0.22,0.26099,4901154.26043283
2017-06-28,0.26032,0.26999,0.24638,0.26899,4298943.34088941
2017-06-29,0.26969,0.26999,0.25,0.25778,2253535.13060782
2017-06-30,0.25777,0.25997,0.24363,0.24403,3011724.96357711
2017-07-01,0.24679,0.24999,0.227,0.23688,2799824.0453388
2017-07-02,0.235,0.2553,0.2275,0.25453,3805208.02028755
2017-07-03,0.25226,0.25657,0.245,0.2524,3440713.56586334
2017-07-04,0.2524,0.25799,0.2461,0.24702,3752072.64240468
2017-07-05,0.24807,0.25741,0.24301,0.25299,3420874.54677464
2017-07-06,0.25181,0.25412,0.24812,0.25026,2071451.28453237
2017-07-07,0.25026,0.252,0.2295,0.23085,4520903.37753932
2017-07-08,0.23213,0.23274,0.2105,0.22999,17695882.20029308
2017-07-09,0.2296,0.2423,0.22537,0.22575,4280737.44569378
2017-07-10,0.22612,0.22755,0.1701,0.18977,12074980.24908711
2017-07-11,0.1891,0.19999,0.1501,0.17711,19406588.72750506
2017-07-12,0.1757,0.19712,0.165,0.1951,10386411.29536121
2017-07-13,0.1957,0.21825,0.18,0.19159,7862756.49511601
2017-07-14,0.19202,0.19202,0.1722,0.1837,4944476.72385826
2017-07-15,0.183,0.18729,0.1716,0.17171,4339703.01928631
2017-07-16,0.17171,0.17502,0.1266,0.14692,17808664.55796893
2017-07-17,0.14696,0.17278,0.14469,0.17275,10068343.047705
2017-07-18,0.17148,0.18999,0.16,0.1791,11138652.85483279
2017-07-19,0.1802,0.1834,0.16059,0.16299,5963935.46500403
2017-07-20,0.16152,0.19698,0.1592,0.19123,10661032.117656
2017-07-21,0.191,0.195,0.18125,0.1838,9009486.9351148
2017-07-22,0.1835,0.20498,0.1816,0.1975,6430180.15059367
2017-07-23,0.1975,0.20748,0.188,0.19728,7940374.17188444
2017-07-24,0.1973,0.19896,0.19,0.1911,3493302.03881088
2017-07-25,0.19109,0.19304,0.16,0.17361,8840678.77397653
2017-07-26,0.17361,0.1795,0.16258,0.17258,7283487.58608018
2017-07-27,0.17306,0.17598,0.17011,0.1726,3931955.06010958
2017-07-28,0.17211,0.1743,0.16111,0.16389,6318135.55617138
2017-07-29,0.16391,0.17098,0.15502,0.17033,5573802.53914648
2017-07-30,0.17072,0.17286,0.16222,0.16474,2224800.43941553
2017-07-31,0.16468,0.1695,0.1583,0.1651,4592526.1192178
2017-08-01,0.16529,0.185,0.16399,0.1774,10566284.86188994
2017-08-02,0.1776,0.18067,0.1674,0.17191,6918247.85694458
2017-08-03,0.17118,0.17774,0.1695,0.175,4672016.35512235
2017-08-04,0.175,0.1774,0.1719,0.17446,5052477.13023152
2017-08-05,0.17436,0.19499,0.17199,0.18494,11770921.06529584
2017-08-06,0.1842,0.19138,0.179,0.18106,6964988.47069575
2017-08-07,0.18095,0.1827,0.17651,0.17849,6742668.80713031
2017-08-08,0.17889,0.1979,0.177,0.19785,10876565.71744096
2017-08-09,0.19629,0.1975,0.1834,0.187,7204952.09690223
2017-08-10,0.187,0.187,0.18148,0.18318,4470097.77926233
