Date,AAPL,IBM,KO
1982-05-27,0.20529899999999998,6.922134,0.276913
1982-05-28,0.20529899999999998,6.866313000000001,0.276913
1982-06-01,0.20163299999999998,6.894222999999999,0.27907600000000005
1982-06-02,0.20529899999999998,6.922134,0.286648
1982-06-03,0.197967,6.866313000000001,0.28989299999999996
1982-06-04,0.192468,6.7267529999999995,0.28989299999999996
1982-06-07,0.192468,6.698844,0.290975
1982-06-08,0.190635,6.503458999999999,0.292056
1982-06-09,0.186969,6.489501000000001,0.29422
1982-06-10,0.188802,6.55928,0.29422
1982-06-11,0.196134,6.656974000000001,0.29422
1982-06-14,0.196134,6.601151,0.292056
1982-06-15,0.196134,6.670925,0.290975
1982-06-16,0.196134,6.643019000000001,0.288812
1982-06-17,0.192468,6.531372,0.28773000000000004
1982-06-18,0.188802,6.5174129999999995,0.286648
1982-06-21,0.188802,6.545324,0.292056
1982-06-22,0.196134,6.684882000000001,0.305037
1982-06-23,0.20163299999999998,6.824444000000001,0.308282
1982-06-24,0.20163299999999998,6.754663000000001,0.301792
1982-06-25,0.194301,6.7267529999999995,0.292056
1982-06-28,0.192468,6.824444000000001,0.290975
1982-06-29,0.186969,6.824444000000001,0.28989299999999996
1982-06-30,0.186969,6.768619,0.292056
1982-07-01,0.185136,6.768619,0.292056
1982-07-02,0.17597100000000002,6.698844,0.290975
1982-07-06,0.168639,6.740710000000001,0.288812
1982-07-07,0.168639,6.810486,0.293138
1982-07-08,0.161307,6.866313000000001,0.293138
1982-07-09,0.16680599999999998,6.977958,0.302873
1982-07-12,0.170472,7.466417999999999,0.31693499999999997
1982-07-13,0.18147,7.201254,0.314772
1982-07-14,0.183303,7.466417999999999,0.31693499999999997
1982-07-15,0.186969,7.452458,0.323425
1982-07-16,0.194301,7.452458,0.32666999999999996
1982-07-19,0.196134,7.354771,0.33316100000000004
1982-07-20,0.20896599999999999,7.522243,0.328834
1982-07-21,0.20896599999999999,7.536192999999999,0.324507
1982-07-22,0.210798,7.438505999999999,0.324507
1982-07-23,0.207132,7.4245470000000005,0.322344
1982-07-26,0.197967,7.354771,0.321262
1982-07-27,0.197967,7.312900999999999,0.323425
1982-07-28,0.188802,7.2431160000000006,0.31909899999999997
1982-07-29,0.196134,7.312900999999999,0.318017
1982-07-30,0.197967,7.326853999999999,0.31693499999999997
1982-08-02,0.203466,7.452458,0.32558899999999996
1982-08-03,0.190635,7.368722,0.327752
1982-08-04,0.188802,7.326853999999999,0.323425
1982-08-05,0.18147,7.2261679999999995,0.312608
1982-08-06,0.179637,7.141319,0.30611900000000003
1982-08-09,0.18147,7.155463,0.30611900000000003
1982-08-10,0.192468,7.127178999999999,0.305037
1982-08-11,0.194301,7.056475999999999,0.30071
1982-08-12,0.192468,7.042333999999999,0.30071
1982-08-13,0.192468,7.11304,0.30611900000000003
1982-08-16,0.196134,7.11304,0.31044499999999997
1982-08-17,0.20896599999999999,7.4665729999999995,0.322344
1982-08-18,0.20896599999999999,7.438287,0.318017
1982-08-19,0.210798,7.4665729999999995,0.31693499999999997
1982-08-20,0.216298,7.721112,0.323425
1982-08-23,0.22546300000000002,7.848385,0.347223
1982-08-24,0.236461,7.735258999999999,0.340733
1982-08-25,0.252958,7.8201,0.345059
1982-08-26,0.26029,7.8201,0.33965100000000004
1982-08-27,0.247459,7.805958,0.33316100000000004
1982-08-30,0.251125,7.904952000000001,0.337488
1982-08-31,0.26395599999999997,7.975656,0.340733
1982-09-01,0.25662399999999996,7.890808,0.33532399999999996
1982-09-02,0.26762199999999997,8.074645,0.343977
1982-09-03,0.269455,8.159493,0.351549
1982-09-07,0.254791,8.201915,0.342896
1982-09-08,0.26395599999999997,8.201915,0.345059
1982-09-09,0.258457,8.131212,0.339523
1982-09-10,0.26579,8.074645,0.34171999999999997
1982-09-13,0.26762199999999997,8.244341,0.342819
1982-09-14,0.27678800000000003,8.201915,0.34721399999999997
1982-09-15,0.274955,8.300907,0.354906
1982-09-16,0.26579,8.385748,0.356004
1982-09-17,0.26029,8.385748,0.356004
1982-09-20,0.26212399999999997,8.456456,0.357103
1982-09-21,0.26762199999999997,8.682715,0.368091
1982-09-22,0.274955,8.541306,0.370289
1982-09-23,0.274955,8.640292,0.37798000000000004
1982-09-24,0.26579,8.597871000000001,0.374684
1982-09-27,0.26579,8.668583,0.38567199999999996
1982-09-28,0.269455,8.626154,0.376881
1982-09-29,0.269455,8.456456,0.364795
1982-09-30,0.26762199999999997,8.300907,0.358202
1982-10-01,0.271289,8.385748,0.362597
1982-10-04,0.274955,8.428175999999999,0.366992
1982-10-05,0.27678800000000003,8.49888,0.370289
1982-10-06,0.296951,8.937259,0.383474
1982-10-07,0.32078,9.092814,0.38677
1982-10-08,0.34460999999999997,9.177658000000001,0.393363
1982-10-11,0.35194200000000003,9.446341,0.399956
1982-10-12,0.340944,9.361493,0.398857
1982-10-13,0.34460999999999997,9.446341,0.397758
1982-10-14,0.346443,9.064525999999999,0.382375
1982-10-15,0.337278,8.993828,0.387869
1982-10-18,0.34460999999999997,9.389777,0.40545
1982-10-19,0.35194200000000003,9.290792999999999,0.395561
1982-10-20,0.372105,9.55947,0.395561
1982-10-21,0.38127,9.587758000000001,0.393363
1982-10-22,0.37943699999999997,9.361493,0.395561
1982-10-25,0.357441,9.050386999999999,0.384573
1982-10-26,0.359274,9.27665,0.38677
1982-10-27,0.36843899999999996,9.234228,0.388968
1982-10-28,0.36843899999999996,9.007966999999999,0.38567199999999996
1982-10-29,0.372105,9.03625,0.384573
1982-11-01,0.392269,9.220085000000001,0.395561
1982-11-02,0.419764,9.262511,0.401054
1982-11-03,0.45092600000000005,9.644321000000001,0.421932
1982-11-04,0.45459099999999997,9.599748,0.436216
1982-11-05,0.44176000000000004,9.628324000000001,0.43731400000000004
1982-11-08,0.42343000000000003,9.528325,0.42852399999999996
1982-11-09,0.438094,9.799745,0.43511700000000003
1982-11-10,0.45459099999999997,9.642613,0.42852399999999996
1982-11-11,0.48391999999999996,9.756891,0.43072200000000005
1982-11-12,0.47475500000000004,9.756891,0.424129
1982-11-15,0.463757,9.399755,0.406548
1982-11-16,0.43992700000000007,9.385472,0.401054
1982-11-17,0.46009099999999997,9.599748,0.404351
1982-11-18,0.46009099999999997,9.571181,0.401054
1982-11-19,0.452758,9.542603,0.395561
1982-11-22,0.41243199999999997,9.199759,0.395561
1982-11-23,0.42343000000000003,9.285473,0.408746
1982-11-24,0.432595,9.456897,0.40981599999999996
1982-11-26,0.425263,9.528325,0.41204399999999997
1982-11-29,0.42343000000000003,9.428329,0.416498
1982-11-30,0.467423,9.885463,0.44099799999999995
1982-12-01,0.476588,9.885463,0.454362
1982-12-02,0.476588,10.085457,0.452135
1982-12-03,0.46558999999999995,10.085457,0.451021
1982-12-06,0.491252,10.599725999999999,0.46661199999999997
1982-12-07,0.496751,10.871145,0.471066
1982-12-08,0.485753,10.799721,0.475521
1982-12-09,0.461924,10.699722,0.476634
1982-12-10,0.428929,10.599725999999999,0.46549799999999997
1982-12-13,0.419764,10.728296,0.455475
1982-12-14,0.41609799999999997,10.399732,0.436544
1982-12-15,0.41426499999999994,10.214022,0.44099799999999995
1982-12-16,0.421597,10.37116,0.44768
1982-12-17,0.44176000000000004,10.671155,0.44879300000000005
1982-12-20,0.43992700000000007,10.571159,0.434316
1982-12-21,0.44359399999999993,10.942575,0.443226
1982-12-22,0.456425,10.685437,0.44656599999999996
1982-12-23,0.46925600000000006,10.699722,0.456589
1982-12-27,0.480254,11.013999,0.463271
1982-12-28,0.476588,10.871145,0.456589
1982-12-29,0.46009099999999997,11.042571,0.455475
1982-12-30,0.43992700000000007,10.985430000000001,0.455475
1982-12-31,0.438094,10.999713,0.463271
1983-01-03,0.41793100000000005,10.628294,0.454362
1983-01-04,0.44176000000000004,10.928285,0.456589
1983-01-05,0.44359399999999993,10.971148,0.455475
1983-01-06,0.42709600000000003,11.156856,0.458816
1983-01-07,0.403267,11.042571,0.458816
1983-01-10,0.421597,11.199715,0.46549799999999997
1983-01-11,0.42709600000000003,11.199715,0.44990699999999995
1983-01-12,0.45092600000000005,11.213997,0.438771
1983-01-13,0.45092600000000005,11.271139999999999,0.427634
1983-01-14,0.48391999999999996,11.328283,0.430975
1983-01-17,0.500417,11.342566,0.427634
1983-01-18,0.48941899999999994,11.385419,0.41872600000000004
1983-01-19,0.49308500000000005,11.256855999999999,0.417612
1983-01-20,0.548076,11.185425,0.427634
1983-01-21,0.548076,10.814001,0.42874799999999996
1983-01-24,0.516915,10.728296,0.427634
1983-01-25,0.5370779999999999,10.971148,0.425407
1983-01-26,0.559074,10.871145,0.416498
1983-01-27,0.597568,11.156856,0.43320299999999995
1983-01-28,0.601234,11.128282,0.44768
1983-01-31,0.5994010000000001,11.299706,0.44768
1983-02-01,0.612232,11.085421,0.42986199999999997
1983-02-02,0.62873,10.971148,0.43765699999999996
1983-02-03,0.654392,11.01266,0.44099799999999995
1983-02-04,0.645227,11.228877,0.445453
1983-02-07,0.619564,11.200047,0.44099799999999995
1983-02-08,0.614065,10.969416,0.434316
1983-02-09,0.619564,10.897343,0.42429399999999995
1983-02-10,0.659891,11.113559,0.42429399999999995
1983-02-11,0.681888,11.113559,0.426521
1983-02-14,0.678221,11.416264,0.42318
1983-02-15,0.6653899999999999,11.401852,0.422066
1983-02-16,0.652559,11.34419,0.42429399999999995
1983-02-17,0.645227,11.34419,0.427634
1983-02-18,0.6653899999999999,11.373023,0.42986199999999997
1983-02-22,0.681888,11.200047,0.42318
1983-02-23,0.6873859999999999,11.387437,0.434316
1983-02-24,0.705717,11.632481,0.443226
1983-02-25,0.685553,11.574819,0.445453
1983-02-28,0.6690560000000001,11.416264,0.443226
